DPM_Name,DPM_IP,DPM_Fault,Device_Name,Device_IP,Device_Fault,Port,Loop_Order
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL85,,S02_1_FIOM12_X7.Communication_Faulted,X7,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_FIOM13,11.200.1.122,S02_1_FIOM13:I.ConnectionFaulted,11,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL92,,S02_1_FIOM13_X0.Communication_Faulted,X0,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL91,,S02_1_FIOM13_X1.Communication_Faulted,X1,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL90,,S02_1_FIOM13_X2.Communication_Faulted,X2,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL89,,S02_1_FIOM13_X3.Communication_Faulted,X3,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL96,,S02_1_FIOM13_X4.Communication_Faulted,X4,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL95,,S02_1_FIOM13_X5.Communication_Faulted,X5,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL94,,S02_1_FIOM13_X6.Communication_Faulted,X6,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL93,,S02_1_FIOM13_X7.Communication_Faulted,X7,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_FIOM14,11.200.1.123,S02_1_FIOM14:I.ConnectionFaulted,12,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL99,,S02_1_FIOM14_X1.Communication_Faulted,X1,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL98,,S02_1_FIOM14_X2.Communication_Faulted,X2,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_1_SOL97,,S02_1_FIOM14_X3.Communication_Faulted,X3,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_117CH_FIOM1,11.200.1.124,S02_117CH_FIOM1:I.ConnectionFaulted,13,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_117CH_FIOH1,,S02_117CH_FIOM1_X0.Communication_Faulted,X0,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_115CH_FIOH1,,S02_117CH_FIOM1_X1.Communication_Faulted,X1,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_121CH_FIOH1,,S02_117CH_FIOM1_X4.Communication_Faulted,X4,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_119CH_FIOH1,,S02_117CH_FIOM1_X5.Communication_Faulted,X5,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_118CH_FIOM1,11.200.1.125,S02_118CH_FIOM1:I.ConnectionFaulted,14,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_120CH_FIOH1,,S02_118CH_FIOM1_X0.Communication_Faulted,X0,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_122CH_FIOH1,,S02_118CH_FIOM1_X1.Communication_Faulted,X1,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_116CH_FIOH1,,S02_118CH_FIOM1_X4.Communication_Faulted,X4,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_118CH_FIOH1,,S02_118CH_FIOM1_X5.Communication_Faulted,X5,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_125CH_FIOM1,11.200.1.126,S02_125CH_FIOM1:I.ConnectionFaulted,15,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_125CH_FIOH1,,S02_125CH_FIOM1_X0.Communication_Faulted,X0,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_123CH_FIOH1,,S02_125CH_FIOM1_X1.Communication_Faulted,X1,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_129CH_FIOH1,,S02_125CH_FIOM1_X4.Communication_Faulted,X4,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_127CH_FIOH1,,S02_125CH_FIOM1_X5.Communication_Faulted,X5,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_126CH_FIOM1,11.200.1.127,S02_126CH_FIOM1:I.ConnectionFaulted,16,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_128CH_FIOH1,,S02_126CH_FIOM1_X0.Communication_Faulted,X0,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_130CH_FIOH1,,S02_126CH_FIOM1_X1.Communication_Faulted,X1,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_124CH_FIOH1,,S02_126CH_FIOM1_X4.Communication_Faulted,X4,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_126CH_FIOH1,,S02_126CH_FIOM1_X5.Communication_Faulted,X5,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_133CH_FIOM1,11.200.1.128,S02_133CH_FIOM1:I.ConnectionFaulted,17,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_133CH_FIOH1,,S02_133CH_FIOM1_X0.Communication_Faulted,X0,
S02_1_DPM2,11.200.1.6,S02_1_DPM2:I.ConnectionFaulted,S02_131CH_FIOH1,,S02_133CH_FIOM1_X1.Communication_Faulted,X1,
